질환명,링크
저선량CT [Low-dose CT],https://terms.naver.com/entry.naver?docId=6225806&cid=51007&categoryId=51007
저신장 [short stature],https://terms.naver.com/entry.naver?docId=926658&cid=51007&categoryId=51007
저온화상 [Low-temperature burn],https://terms.naver.com/entry.naver?docId=6225979&cid=51007&categoryId=51007
저인슐린 다이어트 [low insulin diet],https://terms.naver.com/entry.naver?docId=927808&cid=51007&categoryId=51007
저체온증 [hypothermia],https://terms.naver.com/entry.naver?docId=2120077&cid=51007&categoryId=51007
저칼륨혈증 [hypokalemia],https://terms.naver.com/entry.naver?docId=927493&cid=51007&categoryId=51007
저칼슘혈증 [Hypocalcemia],https://terms.naver.com/entry.naver?docId=6226099&cid=51007&categoryId=51007
저혈당증 [hypoglycemia],https://terms.naver.com/entry.naver?docId=927041&cid=51007&categoryId=51007
저혈압 [low blood pressure],https://terms.naver.com/entry.naver?docId=927429&cid=51007&categoryId=51007
적응장애 [adjustment disorder],https://terms.naver.com/entry.naver?docId=927272&cid=51007&categoryId=51007
적혈구 과다증 [erythrocytosis],https://terms.naver.com/entry.naver?docId=926816&cid=51007&categoryId=51007
적혈구 침강 속도 [erythrocyte sedimentation rate],https://terms.naver.com/entry.naver?docId=927659&cid=51007&categoryId=51007
전격성 간염 [fulminant hepatic failure],https://terms.naver.com/entry.naver?docId=926895&cid=51007&categoryId=51007
"전극도자절제술 [radiofrequency catheter ablation, Catheter ablation]",https://terms.naver.com/entry.naver?docId=2119716&cid=51007&categoryId=51007
전립선 마사지 [prostate massage],https://terms.naver.com/entry.naver?docId=927714&cid=51007&categoryId=51007
전립선 비대증 [benign prostatic hyperplasia],https://terms.naver.com/entry.naver?docId=926643&cid=51007&categoryId=51007
전립선 초음파 검사 [prostate ultrasonography],https://terms.naver.com/entry.naver?docId=927633&cid=51007&categoryId=51007
전립선 특이항원 [prostate specific antigen],https://terms.naver.com/entry.naver?docId=927678&cid=51007&categoryId=51007
전립선암 [prostate cancer],https://terms.naver.com/entry.naver?docId=926644&cid=51007&categoryId=51007
전립선염 [prostatitis],https://terms.naver.com/entry.naver?docId=926645&cid=51007&categoryId=51007
전산화 단층촬영 [computed tomography],https://terms.naver.com/entry.naver?docId=927610&cid=51007&categoryId=51007
전산화 단층촬영 대장조영술 [computed tomography colonography],https://terms.naver.com/entry.naver?docId=927614&cid=51007&categoryId=51007
전산화 단층촬영 요로 조영술 [computed tomography urography],https://terms.naver.com/entry.naver?docId=927616&cid=51007&categoryId=51007
전신 마취 [general anesthesia],https://terms.naver.com/entry.naver?docId=2119727&cid=51007&categoryId=51007
전신 부종 [generalized edema],https://terms.naver.com/entry.naver?docId=927494&cid=51007&categoryId=51007
전음성 및 감각신경성 난청 [conductive and sensorineural hearing loss],https://terms.naver.com/entry.naver?docId=926754&cid=51007&categoryId=51007
전이 [metastasis],https://terms.naver.com/entry.naver?docId=927060&cid=51007&categoryId=51007
전자간증 [pre-eclampsia],https://terms.naver.com/entry.naver?docId=926854&cid=51007&categoryId=51007
전자궁절제술 [Total hysterectomy],https://terms.naver.com/entry.naver?docId=6225793&cid=51007&categoryId=51007
전정 신경염 [vestibular neuritis],https://terms.naver.com/entry.naver?docId=926697&cid=51007&categoryId=51007
전치태반 [placenta previa],https://terms.naver.com/entry.naver?docId=926862&cid=51007&categoryId=51007
절골 수술 [High tibial osteotomy],https://terms.naver.com/entry.naver?docId=5749200&cid=51007&categoryId=51007
절박뇨 [urgency],https://terms.naver.com/entry.naver?docId=927437&cid=51007&categoryId=51007
절박유산 [threatened abortion],https://terms.naver.com/entry.naver?docId=927180&cid=51007&categoryId=51007
점액낭염 [Bursitis],https://terms.naver.com/entry.naver?docId=6225825&cid=51007&categoryId=51007
점액낭종 [Mucocele],https://terms.naver.com/entry.naver?docId=6225947&cid=51007&categoryId=51007
점액수종 [myxedema],https://terms.naver.com/entry.naver?docId=927412&cid=51007&categoryId=51007
접촉성 피부염 [contact dermatitis],https://terms.naver.com/entry.naver?docId=926972&cid=51007&categoryId=51007
정계정맥류 [varicocele],https://terms.naver.com/entry.naver?docId=927072&cid=51007&categoryId=51007
정관 수술 [vasectomy],https://terms.naver.com/entry.naver?docId=927715&cid=51007&categoryId=51007
정맥류 초음파 검사 [varicose vein doppler sonography],https://terms.naver.com/entry.naver?docId=927632&cid=51007&categoryId=51007
정상안압 녹내장 [normal tension glaucoma],https://terms.naver.com/entry.naver?docId=926964&cid=51007&categoryId=51007
정액 검사 [semen analysis],https://terms.naver.com/entry.naver?docId=2119524&cid=51007&categoryId=51007
젖몸살 [breast engorgement],https://terms.naver.com/entry.naver?docId=927520&cid=51007&categoryId=51007
젖샘관막힘 [Plugged milk ducts],https://terms.naver.com/entry.naver?docId=6225725&cid=51007&categoryId=51007
제대혈 조혈모세포 이식 [cord blood stem cell transplantation],https://terms.naver.com/entry.naver?docId=927851&cid=51007&categoryId=51007
제왕절개 분만 [cesarean delivery],https://terms.naver.com/entry.naver?docId=927768&cid=51007&categoryId=51007
제자리암 [Carcinoma in situ],https://terms.naver.com/entry.naver?docId=6226032&cid=51007&categoryId=51007
조갑이영양증 [Nail dystrophy],https://terms.naver.com/entry.naver?docId=6225871&cid=51007&categoryId=51007
조갑주위염 [Paronychia],https://terms.naver.com/entry.naver?docId=6226046&cid=51007&categoryId=51007
조갑하혈종 [Subungual hematoma],https://terms.naver.com/entry.naver?docId=6225770&cid=51007&categoryId=51007
조기 폐경 [premature ovarian failure],https://terms.naver.com/entry.naver?docId=927243&cid=51007&categoryId=51007
조루 [premature ejaculation],https://terms.naver.com/entry.naver?docId=926646&cid=51007&categoryId=51007
조류인플루엔자 [avian influenza],https://terms.naver.com/entry.naver?docId=926610&cid=51007&categoryId=51007
조산 [preterm birth],https://terms.naver.com/entry.naver?docId=927602&cid=51007&categoryId=51007
조울증 [bipolar disorder],https://terms.naver.com/entry.naver?docId=926932&cid=51007&categoryId=51007
조현병 [schizophrenia],https://terms.naver.com/entry.naver?docId=926931&cid=51007&categoryId=51007
조현성 성격장애 [schizoid personality disorder],https://terms.naver.com/entry.naver?docId=927274&cid=51007&categoryId=51007
조혈모세포 이식 [stem cell transplantation],https://terms.naver.com/entry.naver?docId=927790&cid=51007&categoryId=51007
족저근막염 [plantar fasciitis],https://terms.naver.com/entry.naver?docId=927125&cid=51007&categoryId=51007
종기 [furuncle],https://terms.naver.com/entry.naver?docId=927097&cid=51007&categoryId=51007
종아리통증 [Calf pain],https://terms.naver.com/entry.naver?docId=6226064&cid=51007&categoryId=51007
종양표지자 검사 [tumor marker test],https://terms.naver.com/entry.naver?docId=927683&cid=51007&categoryId=51007
종창 [swelling],https://terms.naver.com/entry.naver?docId=927587&cid=51007&categoryId=51007
좌골신경통 [sciatica],https://terms.naver.com/entry.naver?docId=927538&cid=51007&categoryId=51007
주간 졸림 [daytime hypersomnolence],https://terms.naver.com/entry.naver?docId=927556&cid=51007&categoryId=51007
주근깨 [freckle],https://terms.naver.com/entry.naver?docId=927096&cid=51007&categoryId=51007
주기성 근육마비 [periodic paralysis],https://terms.naver.com/entry.naver?docId=926698&cid=51007&categoryId=51007
주름살 [wrinkle],https://terms.naver.com/entry.naver?docId=927297&cid=51007&categoryId=51007
주부 습진 [housewife`s eczema],https://terms.naver.com/entry.naver?docId=926802&cid=51007&categoryId=51007
주사 [rosacea],https://terms.naver.com/entry.naver?docId=926803&cid=51007&categoryId=51007
주산기 [perinatal period],https://terms.naver.com/entry.naver?docId=927606&cid=51007&categoryId=51007
주의력결핍 과잉행동장애 [attention deficit / hyperactivity disorder],https://terms.naver.com/entry.naver?docId=926933&cid=51007&categoryId=51007
주폐포자충 폐렴 [pneumocystis pneumonia],https://terms.naver.com/entry.naver?docId=927019&cid=51007&categoryId=51007
죽상동맥경화증 [atherosclerosis],https://terms.naver.com/entry.naver?docId=926913&cid=51007&categoryId=51007
줄기세포연골재생술 [Stem cell-based therapy for cartilage repair],https://terms.naver.com/entry.naver?docId=6225749&cid=51007&categoryId=51007
중금속 검사 [heavy metals test],https://terms.naver.com/entry.naver?docId=927708&cid=51007&categoryId=51007
"중독 [intoxication, addiction]",https://terms.naver.com/entry.naver?docId=927343&cid=51007&categoryId=51007
중독성 다결절 갑상선종 [toxic multinodular goiter],https://terms.naver.com/entry.naver?docId=926841&cid=51007&categoryId=51007
중동 호흡기 증후군(메르스) [Middle East Respiratory Syndrome],https://terms.naver.com/entry.naver?docId=2784037&cid=51007&categoryId=51007
중증 근무력증 [myasthenia gravis],https://terms.naver.com/entry.naver?docId=926699&cid=51007&categoryId=51007
중증 급성 호흡기 증후군 [severe acute respiratory syndrome],https://terms.naver.com/entry.naver?docId=926598&cid=51007&categoryId=51007
중증 열성 혈소판 감소 증후군 [Severe Fever with Thrombocytopenia Syndrome],https://terms.naver.com/entry.naver?docId=2120078&cid=51007&categoryId=51007
중추성 현훈 [central vertigo],https://terms.naver.com/entry.naver?docId=927379&cid=51007&categoryId=51007
중합효소 연쇄 반응 [polymerase chain reaction],https://terms.naver.com/entry.naver?docId=927698&cid=51007&categoryId=51007
쥐(Cramp) [Muscle cramping],https://terms.naver.com/entry.naver?docId=6225818&cid=51007&categoryId=51007
쥐매개감염병 [Rodent-borne disease],https://terms.naver.com/entry.naver?docId=6225723&cid=51007&categoryId=51007
지간신경종 [Morton's neuroma],https://terms.naver.com/entry.naver?docId=6226043&cid=51007&categoryId=51007
지루성피부염 [seborrheic dermatitis],https://terms.naver.com/entry.naver?docId=926804&cid=51007&categoryId=51007
지루증 [delayed ejaculation],https://terms.naver.com/entry.naver?docId=927240&cid=51007&categoryId=51007
"지방 척수 수막류 [lumbosacral lipoma, lipomeningocele]",https://terms.naver.com/entry.naver?docId=927104&cid=51007&categoryId=51007
지방 흡인술 [liposuction],https://terms.naver.com/entry.naver?docId=927783&cid=51007&categoryId=51007
지방간 [fatty liver],https://terms.naver.com/entry.naver?docId=926896&cid=51007&categoryId=51007
지방이식 [Fat transplantation],https://terms.naver.com/entry.naver?docId=6225963&cid=51007&categoryId=51007
지방종 [lipoma],https://terms.naver.com/entry.naver?docId=926732&cid=51007&categoryId=51007
지연성알러지검사 [Delayed allergy test],https://terms.naver.com/entry.naver?docId=6225925&cid=51007&categoryId=51007
지적 장애 [intellectual disability],https://terms.naver.com/entry.naver?docId=2119746&cid=51007&categoryId=51007
지주막낭종 [arachnoid cyst],https://terms.naver.com/entry.naver?docId=926722&cid=51007&categoryId=51007
지주막하 출혈 [subarachnoid hemorrhage],https://terms.naver.com/entry.naver?docId=926723&cid=51007&categoryId=51007
지질 검사 [lipid test],https://terms.naver.com/entry.naver?docId=927666&cid=51007&categoryId=51007
지체 장애 [physical disability],https://terms.naver.com/entry.naver?docId=927289&cid=51007&categoryId=51007
직업성 천식 [occupational asthma],https://terms.naver.com/entry.naver?docId=927083&cid=51007&categoryId=51007
직장 탈출증 [rectal prolapse],https://terms.naver.com/entry.naver?docId=2119759&cid=51007&categoryId=51007
직장암 [rectal cancer],https://terms.naver.com/entry.naver?docId=926897&cid=51007&categoryId=51007
"진공흡인시술 [mammotome, Vacuum assisted procedure]",https://terms.naver.com/entry.naver?docId=927634&cid=51007&categoryId=51007
진전(tremor) [Tremor],https://terms.naver.com/entry.naver?docId=6225821&cid=51007&categoryId=51007
진주종 [cholesteatoma],https://terms.naver.com/entry.naver?docId=927284&cid=51007&categoryId=51007
진주종성 만성 중이염 [chronic otitis media with cholesteatoma],https://terms.naver.com/entry.naver?docId=926756&cid=51007&categoryId=51007
진통 [labor],https://terms.naver.com/entry.naver?docId=927600&cid=51007&categoryId=51007
"진통 시 마취 [analgesia for vaginal delivery, Labor analgesia]",https://terms.naver.com/entry.naver?docId=927769&cid=51007&categoryId=51007
진폐증 [pneumoconiosis],https://terms.naver.com/entry.naver?docId=926988&cid=51007&categoryId=51007
질 및 외음부의 기타 염증 [other inflammation of vagina and vulva],https://terms.naver.com/entry.naver?docId=927336&cid=51007&categoryId=51007
질 성형술 [colporrhaphy],https://terms.naver.com/entry.naver?docId=927819&cid=51007&categoryId=51007
질 출혈 [vaginal bleeding],https://terms.naver.com/entry.naver?docId=927476&cid=51007&categoryId=51007
질건조증 [Vaginal dryness],https://terms.naver.com/entry.naver?docId=6225992&cid=51007&categoryId=51007
질방귀 [Vaginal flatulence],https://terms.naver.com/entry.naver?docId=6226004&cid=51007&categoryId=51007
질염검사 [Vaginitis test],https://terms.naver.com/entry.naver?docId=6225968&cid=51007&categoryId=51007
집속 초음파 치료 [high intensity focused ultrasound],https://terms.naver.com/entry.naver?docId=927836&cid=51007&categoryId=51007
"쯔쯔가무시 [scrub typhus, tsutsugamushi, scrub typhus]",https://terms.naver.com/entry.naver?docId=926611&cid=51007&categoryId=51007
착상 [implantation],https://terms.naver.com/entry.naver?docId=927599&cid=51007&categoryId=51007
착상혈 [implantation bleeding],https://terms.naver.com/entry.naver?docId=927478&cid=51007&categoryId=51007
찰과상 [abrasion],https://terms.naver.com/entry.naver?docId=927500&cid=51007&categoryId=51007
창상봉합술 [Suture],https://terms.naver.com/entry.naver?docId=6225908&cid=51007&categoryId=51007
처녀막 재생수술 [hymen reconstruction surgery],https://terms.naver.com/entry.naver?docId=927863&cid=51007&categoryId=51007
처녀막 폐쇄증 [imperforate hymen],https://terms.naver.com/entry.naver?docId=927050&cid=51007&categoryId=51007
척수 공동증 [syringomyelia],https://terms.naver.com/entry.naver?docId=927105&cid=51007&categoryId=51007
척수병증 [myelopathy],https://terms.naver.com/entry.naver?docId=926608&cid=51007&categoryId=51007
척수소뇌변성증 [spinocerebellar degeneration],https://terms.naver.com/entry.naver?docId=927178&cid=51007&categoryId=51007
척수염 [myelitis],https://terms.naver.com/entry.naver?docId=927144&cid=51007&categoryId=51007
척추 분리증 [spondylolysis],https://terms.naver.com/entry.naver?docId=927127&cid=51007&categoryId=51007
척추 자기공명영상 [spinal magnetic resonance imaging],https://terms.naver.com/entry.naver?docId=927619&cid=51007&categoryId=51007
척추 종양 [spinal tumor],https://terms.naver.com/entry.naver?docId=927106&cid=51007&categoryId=51007
척추결핵 [spinal tuberculosis],https://terms.naver.com/entry.naver?docId=926612&cid=51007&categoryId=51007
척추관 협착증 [spinal stenosis],https://terms.naver.com/entry.naver?docId=926724&cid=51007&categoryId=51007
척추전만증 [lordosis],https://terms.naver.com/entry.naver?docId=2119766&cid=51007&categoryId=51007
척추측만증 [scoliosis],https://terms.naver.com/entry.naver?docId=926768&cid=51007&categoryId=51007
척추후만증 [kyphosis],https://terms.naver.com/entry.naver?docId=926769&cid=51007&categoryId=51007
천명 [wheezing],https://terms.naver.com/entry.naver?docId=927512&cid=51007&categoryId=51007
천식 [asthma],https://terms.naver.com/entry.naver?docId=926973&cid=51007&categoryId=51007
천포창 [pemphigus],https://terms.naver.com/entry.naver?docId=926805&cid=51007&categoryId=51007
철결핍성 빈혈 [iron deficiency anemia],https://terms.naver.com/entry.naver?docId=926817&cid=51007&categoryId=51007
첨족 보행 [tiptoe walking],https://terms.naver.com/entry.naver?docId=927463&cid=51007&categoryId=51007
청력 검사 [audiometry],https://terms.naver.com/entry.naver?docId=927707&cid=51007&categoryId=51007
청색증 [cyanosis],https://terms.naver.com/entry.naver?docId=927458&cid=51007&categoryId=51007
청신경초종 [vestibular schwannoma],https://terms.naver.com/entry.naver?docId=926725&cid=51007&categoryId=51007
체중 감소 [weight loss],https://terms.naver.com/entry.naver?docId=927548&cid=51007&categoryId=51007
체중 증가 [weight gain],https://terms.naver.com/entry.naver?docId=927566&cid=51007&categoryId=51007
초경 [Menarche],https://terms.naver.com/entry.naver?docId=6226058&cid=51007&categoryId=51007
초음파 검사 [ultrasonography],https://terms.naver.com/entry.naver?docId=927625&cid=51007&categoryId=51007
초음파 유도 하 조직검사 [ultrasound guided biopsy],https://terms.naver.com/entry.naver?docId=927636&cid=51007&categoryId=51007
초음파 유도하 갑상선 및 두경부 세침흡입생검술 / 조직생검술 [ultrasound-guided thyroid/head and neck fine needle aspiration biopsy/core needle biopsy],https://terms.naver.com/entry.naver?docId=5749191&cid=51007&categoryId=51007
초자체 출혈 [vitreous hemorrhage],https://terms.naver.com/entry.naver?docId=926965&cid=51007&categoryId=51007
최면 치료 [hypnosis],https://terms.naver.com/entry.naver?docId=927818&cid=51007&categoryId=51007
추간판 탈출증 [lumbar herniated intervertebral disc],https://terms.naver.com/entry.naver?docId=926770&cid=51007&categoryId=51007
추위민감증 [cold intolerance],https://terms.naver.com/entry.naver?docId=927568&cid=51007&categoryId=51007
"춘곤증 [spring fatigue, spring fever]",https://terms.naver.com/entry.naver?docId=927501&cid=51007&categoryId=51007
출혈 [hemorrhage],https://terms.naver.com/entry.naver?docId=927559&cid=51007&categoryId=51007
출혈성 질환 [bleeding disorders],https://terms.naver.com/entry.naver?docId=927173&cid=51007&categoryId=51007
충동조절장애 [impulse control disorders],https://terms.naver.com/entry.naver?docId=2119747&cid=51007&categoryId=51007
충수염 [appendicitis],https://terms.naver.com/entry.naver?docId=926728&cid=51007&categoryId=51007
충치 치료 [cavity filling],https://terms.naver.com/entry.naver?docId=927749&cid=51007&categoryId=51007
충혈 [hyperemia],https://terms.naver.com/entry.naver?docId=927450&cid=51007&categoryId=51007
췌담도 자기공명영상 [pancreaticobiliary magnetic resonance imaging],https://terms.naver.com/entry.naver?docId=5749189&cid=51007&categoryId=51007
췌도 이식 [islet transplantation],https://terms.naver.com/entry.naver?docId=927793&cid=51007&categoryId=51007
췌장 이식 [pancreas transplantation],https://terms.naver.com/entry.naver?docId=927791&cid=51007&categoryId=51007
췌장물혹 [Pancreatic cyst],https://terms.naver.com/entry.naver?docId=6226012&cid=51007&categoryId=51007
췌장암 [pancreatic cancer],https://terms.naver.com/entry.naver?docId=926898&cid=51007&categoryId=51007
췌장염 [pancreatitis],https://terms.naver.com/entry.naver?docId=927355&cid=51007&categoryId=51007
측두동맥염 [temporal arteritis],https://terms.naver.com/entry.naver?docId=926700&cid=51007&categoryId=51007
"측두엽간질 [temporallobeepilepsy, 측두엽 뇌전증, Temporal lobe epilepsy]",https://terms.naver.com/entry.naver?docId=2120093&cid=51007&categoryId=51007
치루 [anal fistula],https://terms.naver.com/entry.naver?docId=926733&cid=51007&categoryId=51007
치루 수술 [anal fistula surgery],https://terms.naver.com/entry.naver?docId=927866&cid=51007&categoryId=51007
치매 [dementia],https://terms.naver.com/entry.naver?docId=927317&cid=51007&categoryId=51007
치석 [dental calculus],https://terms.naver.com/entry.naver?docId=927470&cid=51007&categoryId=51007
치아 미백 [tooth whitening],https://terms.naver.com/entry.naver?docId=927739&cid=51007&categoryId=51007
치아 우식증 [dental caries],https://terms.naver.com/entry.naver?docId=926977&cid=51007&categoryId=51007
치아 임플란트 [dental implant],https://terms.naver.com/entry.naver?docId=927750&cid=51007&categoryId=51007
"치아발육 및 맹출 장애 [tooth development disorder, tooth eruption disorder]",https://terms.naver.com/entry.naver?docId=926976&cid=51007&categoryId=51007
치열 [anal fissure],https://terms.naver.com/entry.naver?docId=926734&cid=51007&categoryId=51007
치주 질환 [periodontal disease],https://terms.naver.com/entry.naver?docId=926978&cid=51007&categoryId=51007
치통 [toothache],https://terms.naver.com/entry.naver?docId=927452&cid=51007&categoryId=51007
치핵 [hemorrhoid],https://terms.naver.com/entry.naver?docId=926735&cid=51007&categoryId=51007
치핵 절제술 [hemorrhoidectomy],https://terms.naver.com/entry.naver?docId=927745&cid=51007&categoryId=51007
침샘막힘 [Salivary duct obstruction],https://terms.naver.com/entry.naver?docId=6225829&cid=51007&categoryId=51007
침샘비대증 [Salivary gland hypertrophy],https://terms.naver.com/entry.naver?docId=6226024&cid=51007&categoryId=51007
침샘암 [salivary gland tumor],https://terms.naver.com/entry.naver?docId=2119754&cid=51007&categoryId=51007
침샘염 [Sialadenitis],https://terms.naver.com/entry.naver?docId=6225987&cid=51007&categoryId=51007
카로틴혈증 [Carotenemia],https://terms.naver.com/entry.naver?docId=6225776&cid=51007&categoryId=51007
카바페넴 내성 장내세균 [carbapenem-resistant Enterobacteriaceae],https://terms.naver.com/entry.naver?docId=2120094&cid=51007&categoryId=51007
카이로프랙틱 [chiropractic],https://terms.naver.com/entry.naver?docId=927776&cid=51007&categoryId=51007
카포시 육종 [kaposi’s sarcoma],https://terms.naver.com/entry.naver?docId=927134&cid=51007&categoryId=51007
칸디다 질염 [candida vaginitis],https://terms.naver.com/entry.naver?docId=927121&cid=51007&categoryId=51007
칸디다증 [candidiasis],https://terms.naver.com/entry.naver?docId=926613&cid=51007&categoryId=51007
케타민 [Ketamine],https://terms.naver.com/entry.naver?docId=2119731&cid=51007&categoryId=51007
"코골이 및 수면 무호흡 [snoring, sleep apnea]",https://terms.naver.com/entry.naver?docId=926757&cid=51007&categoryId=51007
코골이 및 수면 무호흡증 수술 [snoring and obstructive sleep apnea surgery],https://terms.naver.com/entry.naver?docId=927734&cid=51007&categoryId=51007
코내시경검사 [Nasal endoscopy],https://terms.naver.com/entry.naver?docId=6225726&cid=51007&categoryId=51007
콜레라 [cholera],https://terms.naver.com/entry.naver?docId=926614&cid=51007&categoryId=51007
콜레라백신 [Cholera vaccine],https://terms.naver.com/entry.naver?docId=6225788&cid=51007&categoryId=51007
콜린성두드러기 [Cholinergic urticaria],https://terms.naver.com/entry.naver?docId=6226062&cid=51007&categoryId=51007
콧물 [rhinorrhea],https://terms.naver.com/entry.naver?docId=927384&cid=51007&categoryId=51007
쿠싱 증후군 [Cushing’s syndrome],https://terms.naver.com/entry.naver?docId=926842&cid=51007&categoryId=51007
크레틴병 [cretinism],https://terms.naver.com/entry.naver?docId=927116&cid=51007&categoryId=51007
크로이츠펠트-야콥병 [Creutzfeldt-Jakob disease],https://terms.naver.com/entry.naver?docId=926701&cid=51007&categoryId=51007
크론병 [Crohn’s disease],https://terms.naver.com/entry.naver?docId=926899&cid=51007&categoryId=51007
클라인펠터 증후군 [klinefelter syndrome],https://terms.naver.com/entry.naver?docId=927245&cid=51007&categoryId=51007
타까야수동맥염 [Takayasu’s arteritis],https://terms.naver.com/entry.naver?docId=926914&cid=51007&categoryId=51007
타박상 [contusion],https://terms.naver.com/entry.naver?docId=927502&cid=51007&categoryId=51007
타석증 [sialolithiasis],https://terms.naver.com/entry.naver?docId=927078&cid=51007&categoryId=51007
탄저병 [anthrax],https://terms.naver.com/entry.naver?docId=926615&cid=51007&categoryId=51007
탈모 [alopecia],https://terms.naver.com/entry.naver?docId=926806&cid=51007&categoryId=51007
탈장 [hernia],https://terms.naver.com/entry.naver?docId=927037&cid=51007&categoryId=51007
태동 [fetal movement],https://terms.naver.com/entry.naver?docId=927479&cid=51007&categoryId=51007
태동 검사 [non-stress test],https://terms.naver.com/entry.naver?docId=2119527&cid=51007&categoryId=51007
태반 조기 박리 [placental abruption],https://terms.naver.com/entry.naver?docId=927051&cid=51007&categoryId=51007
태변 [meconium],https://terms.naver.com/entry.naver?docId=927605&cid=51007&categoryId=51007
태아 [fetus],https://terms.naver.com/entry.naver?docId=927604&cid=51007&categoryId=51007
태아 알코올 증후군 [fetal alcohol syndrome],https://terms.naver.com/entry.naver?docId=927052&cid=51007&categoryId=51007
태아 자기공명영상 [fetal magnetic resonance imaging],https://terms.naver.com/entry.naver?docId=927624&cid=51007&categoryId=51007
터너 증후군 [Turner syndrome],https://terms.naver.com/entry.naver?docId=926663&cid=51007&categoryId=51007
"턱관절 장애 [temporomandibular disorder, temporomandibular joint disorders]",https://terms.naver.com/entry.naver?docId=926979&cid=51007&categoryId=51007
테니스엘보 [Tennis elbow],https://terms.naver.com/entry.naver?docId=6226075&cid=51007&categoryId=51007
테이핑 요법 [sports taping],https://terms.naver.com/entry.naver?docId=927809&cid=51007&categoryId=51007
테트라 아멜리아 증후군 [Tetra-amelia syndrome],https://terms.naver.com/entry.naver?docId=2120079&cid=51007&categoryId=51007
토혈 [hematemesis],https://terms.naver.com/entry.naver?docId=927431&cid=51007&categoryId=51007
통각상실증 (무통증) [analgesia],https://terms.naver.com/entry.naver?docId=927255&cid=51007&categoryId=51007
통증 [pain],https://terms.naver.com/entry.naver?docId=927554&cid=51007&categoryId=51007
"통증 자가 조절법 [patient controlled analgesia, Patient-Controlled Analgesia (PCA)]",https://terms.naver.com/entry.naver?docId=927811&cid=51007&categoryId=51007
통증유발점주사 [Trigger point injection],https://terms.naver.com/entry.naver?docId=6225771&cid=51007&categoryId=51007
통풍 [gout],https://terms.naver.com/entry.naver?docId=926631&cid=51007&categoryId=51007
통풍 검사 [gout test],https://terms.naver.com/entry.naver?docId=927668&cid=51007&categoryId=51007
퇴행성 관절염 [degenerative arthritis],https://terms.naver.com/entry.naver?docId=926771&cid=51007&categoryId=51007
투명교정 [clear aligner],https://terms.naver.com/entry.naver?docId=927751&cid=51007&categoryId=51007
트렌델렌버그검사 [Trendelenburg test],https://terms.naver.com/entry.naver?docId=6225877&cid=51007&categoryId=51007
트리코모나스증 [Trichomonas vaginitis],https://terms.naver.com/entry.naver?docId=926864&cid=51007&categoryId=51007
트림 [belching],https://terms.naver.com/entry.naver?docId=927468&cid=51007&categoryId=51007
특발성 기질화 폐렴 [cryptogenic organizing pneumonia],https://terms.naver.com/entry.naver?docId=926993&cid=51007&categoryId=51007
특발성 폐섬유화증 [idiopathic pulmonary fibrosis],https://terms.naver.com/entry.naver?docId=926995&cid=51007&categoryId=51007
특발성 혈소판 감소성 자반증 [idiopathic thrombocytopenic purpura],https://terms.naver.com/entry.naver?docId=927298&cid=51007&categoryId=51007
튼살 [striae distensae],https://terms.naver.com/entry.naver?docId=927518&cid=51007&categoryId=51007
"티눈 및 굳은 살 [corn, callus]",https://terms.naver.com/entry.naver?docId=926807&cid=51007&categoryId=51007
틱장애 [tic disorder],https://terms.naver.com/entry.naver?docId=926934&cid=51007&categoryId=51007
파라티푸스 [paratyphoid fever],https://terms.naver.com/entry.naver?docId=926616&cid=51007&categoryId=51007
파상풍 [tetanus],https://terms.naver.com/entry.naver?docId=926617&cid=51007&categoryId=51007
파종성 혈관 내 응고 [disseminated intravascular coagulation],https://terms.naver.com/entry.naver?docId=927135&cid=51007&categoryId=51007
파킨슨병 [Parkinson's disease],https://terms.naver.com/entry.naver?docId=926702&cid=51007&categoryId=51007
파타우 증후군 [patau syndrome],https://terms.naver.com/entry.naver?docId=927250&cid=51007&categoryId=51007
파파증후군 [PFAPA syndrome],https://terms.naver.com/entry.naver?docId=6225822&cid=51007&categoryId=51007
판막 수술 [heart valve surgery],https://terms.naver.com/entry.naver?docId=927844&cid=51007&categoryId=51007
"팔로 4징증 [Fallot 4징증, Tetralogy of Fallot]",https://terms.naver.com/entry.naver?docId=927000&cid=51007&categoryId=51007
패혈증 [sepsis],https://terms.naver.com/entry.naver?docId=926618&cid=51007&categoryId=51007
페닐케톤뇨증 [phenylketonuria],https://terms.naver.com/entry.naver?docId=926664&cid=51007&categoryId=51007
페리틴수치 [Normal ferritin levels],https://terms.naver.com/entry.naver?docId=6225894&cid=51007&categoryId=51007
페서리 [pessary],https://terms.naver.com/entry.naver?docId=927770&cid=51007&categoryId=51007
페이로니병 [peyronie’s disease],https://terms.naver.com/entry.naver?docId=2119738&cid=51007&categoryId=51007
편도 비대 [tonsillar hypertrophy],https://terms.naver.com/entry.naver?docId=927287&cid=51007&categoryId=51007
편도 주위 농양 [peritonsillar abscess],https://terms.naver.com/entry.naver?docId=926758&cid=51007&categoryId=51007
편도결석 [tonsillolith],https://terms.naver.com/entry.naver?docId=927022&cid=51007&categoryId=51007
편도선 수술 [tonsillectomy],https://terms.naver.com/entry.naver?docId=2119719&cid=51007&categoryId=51007
편도암 [tonsillar cancer],https://terms.naver.com/entry.naver?docId=2119755&cid=51007&categoryId=51007
편두통 [migraine],https://terms.naver.com/entry.naver?docId=926703&cid=51007&categoryId=51007
